,store,brand,week,feat,price,AGE60,EDUC,ETHNIC,INCOME,HHLARGE,WORKWOM,HVAL150,SSTRDIST,SSTRVOL,CPDIST5,CPWVOL5
0,0.0019424483694406396,0.2677992069762997,-0.04439275448196065,-0.19266207815870906,-0.29121810360481826,0.01924810078783937,-0.0055713801687596945,0.02112388754582972,-0.010638380564080521,0.007724475241010908,0.017890450555350514,0.08841984244360962,0.019397076701590202,0.0004933267469986803,-0.009134273784589522,0.004790821315129788
1,-0.0364657251337298,0.12404733095755861,-0.19155654185612833,-0.2994815803367915,-0.2586354020660497,-0.05048563841601006,-0.03657269086148999,-0.04094119591781023,-0.02863259339787034,-0.06694475596480953,-0.027538854723260058,-0.0896021137588795,-0.014080812398039181,-0.09139568877597988,-0.004954966413939497,-0.015475996641259891
2,-0.021548669840990294,0.21739692949906889,-0.05123109069038921,-0.11276901853575057,-0.2616159828635305,-0.05262843282632987,-0.02924776256766001,-0.0315435876130601,-0.03216746119680112,-0.08334308102252105,-0.025023724327900107,-0.07445634355651863,0.01375124914856085,-0.07206128273238938,0.01022864632852969,-0.010234783762469973
3,0.03129985603670975,0.1378535139118667,-0.1603249976150522,-0.3710404112082099,-0.3260698498243183,-0.008543468967788273,-0.00120803092136887,0.037364888986011625,0.039034122416002986,-0.007875968389946888,0.0013688991764810412,-0.01808857547370708,0.009353961223732275,-0.020846296357858562,-0.008625323381339199,0.04065592564772977
4,-0.038914532574961316,-0.505196435066565,-0.30479469784815577,0.9589914610785559,-0.45598309717187085,0.014187190697728457,-0.007466667640971348,-0.015280100147591182,-0.03839797530060003,-0.018985077997611014,-0.01689434931210094,-0.02660488402284281,-0.021478594722031338,0.06517633540703749,0.019314900471957955,-0.03884105177164055
5,-0.03471236696127031,0.018665781299897596,-0.25205367517971505,-0.3140740841219925,-0.2772029077056503,-0.0062059433064300985,-0.015425708333140137,-0.02508498032069037,-0.06635735180976184,-0.017149437944300034,-0.029439279844850872,-0.013658136247450893,0.00023519440450938412,-0.009855853321344777,0.0005904789956193959,-0.09535533564020272
6,-0.025079262408909033,0.2935884367721952,-0.08055976019452675,-0.13078708712808984,-0.3278479957411232,0.0010416382698398587,-0.013612811506049621,-0.019699771592189764,-0.1056567302613601,-0.010460874875009395,-0.0177576045183312,0.032170632347180116,0.0011230526449503167,0.0765655161007194,0.005055171428519514,-0.06309822346442914
7,0.04081420409845376,-0.5709762763771262,-0.5812737820863,0.8402442152613104,-0.5127397455370863,-0.09976177492480472,-0.00304921539785685,0.04374406069666647,0.031822865669243215,0.0018501679817308654,0.005413537074891865,-0.021300905173728728,-0.047149229491296275,-0.032314718016748546,-0.01752479677360896,0.017881238742242327
8,-0.0157001811147704,-0.5950764225464271,-0.4351540372220014,0.8342321966956177,-0.49928365156265897,-0.042165975966729545,-0.10037866403044918,-0.05487861592671003,-0.043770624306319846,-0.013790546726300193,-0.01908543768825055,-0.042984401843270396,-0.037126273051839485,-0.04020885350553061,-0.025818930059579935,-0.0388463269811909
9,-0.018649728714449573,0.1906015631007275,-0.14324373604581833,-0.3299503616460408,-0.23537928457962926,-0.008731687640119492,-0.011368816309548743,-0.02372195164847991,0.013381875869840703,-0.02140824196350841,-0.004929848046180395,0.05424181007561006,0.003922109595590538,-0.05821424450377928,-0.011984518588359331,-0.04409007801658848
